No.;Gene name;Drug target oncokb
6262;XPO7;#N/A
6263;RPS28;#N/A
6264;NLRC5;#N/A
6265;KCTD4;#N/A
6266;HOXB5;#N/A
6267;ZNF440;#N/A
6268;CEP128;#N/A
6269;TBC1D32;#N/A
6270;DUSP22;x
6271;ZNF827;#N/A
6272;PLEKHG2;#N/A
6273;PDZD11;#N/A
6274;ZNF143;#N/A
6275;TAOK3;#N/A
6276;CIC;x
6277;HNRNPUL2;#N/A
6278;SLC22A4;#N/A
6279;MAML3;#N/A
6280;TESK1;#N/A
6281;MTF1;#N/A
6282;ANKRD1;#N/A
6283;LRIG2;#N/A
6284;RFX5;#N/A
6285;TRIM31;#N/A
6286;FIZ1;#N/A
6287;MRPS30;#N/A
6288;SLC25A41;#N/A
6289;HYOU1;#N/A
6290;TNIP3;#N/A
6291;CAPG;#N/A
6292;MLXIP;#N/A
6293;IREB2;#N/A
6294;FAM184A;#N/A
6295;WDR12;#N/A
6296;ZNF439;#N/A
6297;DUSP6;#N/A
6298;ELL3;#N/A
6299;KCMF1;#N/A
6300;PRIM1;#N/A
6301;ZNF136;#N/A
6302;SLC25A11;#N/A
6303;APH1B;#N/A
6304;SYVN1;#N/A
6305;ANGPTL4;#N/A
6306;MKNK2;#N/A
6307;BTG4;#N/A
6308;ZNF253;#N/A
6309;MACF1;#N/A
6310;FOSB;#N/A
6311;SYT3;#N/A
6312;RAD52;#N/A
6313;NRL;#N/A
6314;MYADM;#N/A
6315;EIF3L;#N/A
6316;SIRPB1;#N/A
6317;CLSTN1;#N/A
6318;FAM135B;#N/A
6319;GRIK2;#N/A
6320;NFATC2IP;#N/A
6321;PTPRG;#N/A
6322;RBM42;#N/A
6323;MIER3;#N/A
6324;STIM1;#N/A
6325;BRMS1L;#N/A
6326;GPD1L;#N/A
6327;SLC30A9;#N/A
6328;ZNF436;#N/A
6329;SNAPIN;#N/A
6330;SLC44A1;#N/A
6331;SLC27A4;#N/A
6332;POMP;#N/A
6333;GPR55;#N/A
6334;NKIRAS2;#N/A
6335;OBSL1;#N/A
6336;REG1A;#N/A
6337;MCF2L;#N/A
6338;SEPTIN7;#N/A
6339;ARHGEF18;#N/A
6340;RHOC;#N/A
6341;RAB39B;#N/A
6342;PPIG;#N/A
6343;ITPRIP;#N/A
6344;MTIF2;#N/A
6345;HAUS3;#N/A
6346;RAP1GDS1;#N/A
6347;TMED8;#N/A
6348;DPYSL5;#N/A
6349;RAB25;#N/A
6350;COG3;#N/A
6351;ZNF559;#N/A
6352;RCSD1;#N/A
6353;MACROH2A2;#N/A
6354;TULP4;#N/A
6355;ARL2BP;#N/A
6356;SLIRP;#N/A
6357;SLC5A7;#N/A
6358;HNF1B;#N/A
6359;C1QTNF1;#N/A
6360;DBF4B;#N/A
6361;MRPL2;#N/A
6362;MTCP1;#N/A
6363;THEM4;#N/A
6364;USP24;#N/A
6365;C2orf69;#N/A
6366;KLK4;#N/A
6367;PPP1R1A;#N/A
6368;FBXW8;#N/A
6369;SP2;#N/A
6370;NET1;#N/A
6371;TCIRG1;#N/A
6372;PNP;#N/A
6373;PPP1R16B;#N/A
6374;ZBED1;#N/A
6375;SLC15A5;#N/A
6376;CENPU;#N/A
6377;DUSP12;#N/A
6378;HSPA14;#N/A
6379;IRAK1BP1;#N/A
6380;UHRF1BP1;#N/A
6381;MLF2;#N/A
6382;GNPDA2;#N/A
6383;GOLPH3;#N/A
6384;CETN2;#N/A
6385;TNFSF18;#N/A
6386;SSTR1;#N/A
6387;FBXW2;#N/A
6388;ZXDC;#N/A
6389;DYRK2;#N/A
6390;KIF21B;#N/A
6391;CYP51A1;#N/A
6392;GPSM3;#N/A
6393;SRP68;#N/A
6394;APPBP2;#N/A
6395;P3H2;#N/A
6396;NFKBIZ;#N/A
6397;GALR2;#N/A
6398;HOXD8;#N/A
6399;HNRNPL;#N/A
6400;NAT14;#N/A
6401;ROBO4;#N/A
6402;KIF22;#N/A
6403;CCL18;#N/A
6404;PPP1R8;#N/A
6405;EDA2R;#N/A
6406;TCP10L;#N/A
6407;UBXN6;#N/A
6408;TJP3;#N/A
6409;BTG3;#N/A
6410;EMB;#N/A
6411;PLP2;#N/A
6412;BACE1;#N/A
6413;RXFP2;#N/A
6414;USP32;#N/A
6415;ADAP2;#N/A
6416;MGRN1;#N/A
6417;KLHL6;x
6418;IL22RA2;#N/A
6419;ZSCAN21;#N/A
6420;IDS;#N/A
6421;TRIM49;#N/A
6422;FBLN7;#N/A
6423;TMPO;#N/A
6424;PCSK5;#N/A
6425;LIX1L;#N/A
6426;SFTPD;#N/A
6427;PNMA3;#N/A
6428;MADCAM1;#N/A
6429;PCOLCE2;#N/A
6430;ASF1B;#N/A
6431;PCNT;#N/A
6432;DMTN;#N/A
6433;LRRC8D;#N/A
6434;PGLYRP1;#N/A
6435;TMOD3;#N/A
6436;SLC22A18;#N/A
6437;FAM110C;#N/A
6438;ZBTB7C;#N/A
6439;EPB41L4B;#N/A
6440;ZFAND6;#N/A
6441;ANP32B;#N/A
6442;PPP1R9A;#N/A
6443;KLHL24;#N/A
6444;GCGR;#N/A
6445;RYR3;#N/A
6446;MPHOSPH10;#N/A
6447;ADARB1;#N/A
6448;AKNA;#N/A
6449;TRIB2;#N/A
6450;RAI1;#N/A
6451;CDC42EP2;#N/A
6452;AKIRIN2;#N/A
6453;HIVEP3;#N/A
6454;RNF166;#N/A
6455;FOXD2;#N/A
6456;KLF15;#N/A
6457;GFOD1;#N/A
6458;UTP11;#N/A
6459;TPPP;#N/A
6460;BLK;#N/A
6461;PCF11;#N/A
6462;GDI1;#N/A
6463;TRIM14;#N/A
6464;UTF1;#N/A
6465;KCNIP2;#N/A
6466;SLC30A10;#N/A
6467;HOXA11;x
6468;GABPB2;#N/A
6469;TRIM8;#N/A
6470;SAMD4A;#N/A
6471;USP12;#N/A
6472;ZNF711;#N/A
6473;SDAD1;#N/A
6474;FHOD3;#N/A
6475;IP6K2;#N/A
6476;CEP63;#N/A
6477;ZNF778;#N/A
6478;CPEB2;#N/A
6479;TBC1D8;#N/A
6480;ZBTB5;#N/A
6481;ANKRD49;#N/A
6482;DCP1A;#N/A
6483;DOCK6;#N/A
6484;LASP1;#N/A
6485;CTAG1A;#N/A
6486;RPS10;#N/A
6487;CCDC124;#N/A
6488;TRPM4;#N/A
6489;BLOC1S2;#N/A
6490;SCYL2;#N/A
6491;AP4B1;#N/A
6492;RASGRF2;#N/A
6493;CSN3;#N/A
6494;NUDT6;#N/A
6495;HOXD4;#N/A
6496;BLVRA;#N/A
6497;PTPN9;#N/A
6498;NOCT;#N/A
6499;RPP21;#N/A
6500;SP7;#N/A
6501;ZNF337;#N/A
6502;CXADR;#N/A
6503;SYNC;#N/A
6504;SHOX;#N/A
6505;UGT3A2;#N/A
6506;WIZ;#N/A
6507;RAB21;#N/A
6508;SPPL2A;#N/A
6509;MCTS1;#N/A
6510;FUZ;#N/A
6511;STAC;#N/A
6512;EDIL3;#N/A
6513;SPC25;#N/A
6514;ZNF653;#N/A
6515;SAMD13;#N/A
6516;HERC1;#N/A
6517;ZNF589;#N/A
6518;SCML4;#N/A
6519;USP8;x
6520;PBX4;#N/A
6521;PANX1;#N/A
6522;ZNF266;#N/A
6523;SPAG9;#N/A
6524;TNFAIP8;#N/A
6525;EMC10;#N/A
6526;RIT1;x
6527;RAB13;#N/A
6528;ZNF395;#N/A
6529;NGEF;#N/A
6530;NR6A1;#N/A
6531;NFX1;#N/A
6532;GCLC;#N/A
6533;FMNL3;#N/A
6534;ZC3H10;#N/A
6535;HNF4G;#N/A
6536;GCH1;#N/A
6537;TLX2;#N/A
6538;SETBP1;x
6539;RFPL4A;#N/A
6540;ORM2;#N/A
6541;LRRFIP1;#N/A
6542;ZNF76;#N/A
6543;PPFIBP1;#N/A
6544;CNPY2;#N/A
6545;NRG4;#N/A
6546;ZNF296;#N/A
6547;SLC44A2;#N/A
6548;CSRNP2;#N/A
6549;ANXA7;#N/A
6550;ZFR;#N/A
6551;PITHD1;#N/A
6552;CCL25;#N/A
6553;MAGEL2;#N/A
6554;HOXB2;#N/A
6555;PRPF38A;#N/A
6556;CAMTA1;#N/A
6557;ZC3H13;#N/A
6558;CRYM;#N/A
6559;USP27X;#N/A
6560;ATP8B1;#N/A
6561;CETP;#N/A
6562;RNF122;#N/A
6563;CSN1S1;#N/A
6564;ADAM19;#N/A
6565;HPN;#N/A
6566;PLAC8;#N/A
6567;TNFSF15;#N/A
6568;SYNJ2BP;#N/A
6569;NPNT;#N/A
6570;THAP3;#N/A
6571;ZNF608;#N/A
6572;DGKE;#N/A
6573;ZPR1;#N/A
6574;SLC4A4;#N/A
6575;TPM4;#N/A
6576;BNC1;#N/A
6577;WNK2;#N/A
6578;PIP5KL1;#N/A
6579;IKZF3;x
6580;ZNF202;#N/A
6581;ABI3;#N/A
6582;PAX9;#N/A
6583;MEF2B;x
6584;TENT4A;#N/A
6585;CDKL5;#N/A
6586;CLN8;#N/A
6587;MTR;#N/A
6588;CHGB;#N/A
6589;MMP10;#N/A
6590;SLC14A2;#N/A
6591;DUOX1;#N/A
6592;DPEP1;#N/A
6593;TRIM35;#N/A
6594;FXN;#N/A
6595;VSTM2A;#N/A
6596;ZDHHC8;#N/A
6597;UPK3B;#N/A
6598;TP53INP2;#N/A
6599;DKKL1;#N/A
6600;FBXL22;#N/A
6601;MAEL;#N/A
6602;RAP2B;#N/A
6603;ZNF652;#N/A
6604;ZNF808;#N/A
6605;EXOSC9;#N/A
6606;SDK1;#N/A
6607;FILIP1;#N/A
6608;RAB18;#N/A
6609;GOLGA5;#N/A
6610;HTR3D;#N/A
6611;MRPL24;#N/A
6612;NEXN;#N/A
6613;PHF20;#N/A
6614;DIXDC1;#N/A
6615;DST;#N/A
6616;SLC25A21;#N/A
6617;RNH1;#N/A
6618;EIF4A2;x
6619;ADORA2A;#N/A
6620;TRIM68;#N/A
6621;LHX6;#N/A
6622;SMPD4;#N/A
6623;ATG2B;#N/A
6624;ZMAT3;#N/A
6625;SERPINB11;#N/A
6626;PHF13;#N/A
6627;RAD23B;#N/A
6628;USP29;#N/A
6629;CAPN7;#N/A
6630;ZFX;#N/A
6631;MS4A5;#N/A
6632;STYX;#N/A
6633;RBM7;#N/A
6634;RABAC1;#N/A
6635;GRIA4;#N/A
6636;SPTBN4;#N/A
6637;AK2;#N/A
6638;ATP13A1;#N/A
6639;TRIM24;#N/A
6640;URM1;#N/A
6641;NDUFA3;#N/A
6642;LHCGR;#N/A
6643;CXCR1;#N/A
6644;MAP4K3;#N/A
6645;CDCA3;#N/A
6646;TPRN;#N/A
6647;RRP7A;#N/A
6648;GRPEL1;#N/A
6649;AGFG1;#N/A
6650;TUFM;#N/A
6651;NUP37;#N/A
6652;TLK1;#N/A
6653;SCNM1;#N/A
6654;ICA1L;#N/A
6655;GPR21;#N/A
6656;UBE2O;#N/A
6657;STAR;#N/A
6658;TINAGL1;#N/A
6659;RPRM;#N/A
6660;NMT2;#N/A
6661;PNO1;#N/A
6662;U2AF1;x
6663;ACP2;#N/A
6664;RNF126;#N/A
6665;JAKMIP1;#N/A
6666;MAP1LC3C;#N/A
6667;SF3A2;#N/A
6668;ZNF414;#N/A
6669;NPR2;#N/A
6670;TAF1B;#N/A
6671;REEP6;#N/A
6672;UBXN4;#N/A
6673;HUS1B;#N/A
6674;MRAP2;#N/A
6675;TMCC2;#N/A
6676;RGS18;#N/A
6677;SNRNP40;#N/A
6678;ZFP14;#N/A
6679;PDE5A;#N/A
6680;DIRAS3;#N/A
6681;HADHB;#N/A
6682;TRMT2A;#N/A
6683;PYGB;#N/A
6684;SIM1;#N/A
6685;CHD6;#N/A
6686;MT-CO2;#N/A
6687;TRMT13;#N/A
6688;MC5R;#N/A
6689;EDC3;#N/A
6690;RPA3;#N/A
6691;SMCP;#N/A
6692;C20orf203;#N/A
6693;KLHL15;#N/A
6694;NEK7;#N/A
6695;FANCG;x
6696;EGFLAM;#N/A
6697;COL14A1;#N/A
6698;SGF29;#N/A
6699;MCCC1;#N/A
6700;SEPTIN14;#N/A
6701;ERG28;#N/A
6702;KDELR1;#N/A
6703;NUP93;#N/A
6704;CRYBA4;#N/A
6705;RPS17;#N/A
6706;MRPL13;#N/A
6707;RRN3;#N/A
6708;INCENP;#N/A
6709;LRRC45;#N/A
6710;UPRT;#N/A
6711;BARHL1;#N/A
6712;TJP2;#N/A
6713;LY86;#N/A
6714;RMND1;#N/A
6715;DENND4C;#N/A
6716;NEMF;#N/A
6717;BLVRB;#N/A
6718;NEDD9;#N/A
6719;AURKC;#N/A
6720;BNIP2;#N/A
6721;HECTD3;#N/A
6722;GPX3;#N/A
6723;PNPLA2;#N/A
6724;SCGB1D1;#N/A
6725;SNRNP70;#N/A
6726;ORC4;#N/A
6727;STX11;#N/A
6728;DNAJC9;#N/A
6729;F9;#N/A
6730;ALG11;#N/A
6731;SYT14;#N/A
6732;TOP3B;#N/A
6733;PCDHB5;#N/A
6734;FAM161A;#N/A
6735;RPS8;#N/A
6736;RFC2;#N/A
6737;IGHA1;#N/A
6738;WDR37;#N/A
6739;KIAA0408;#N/A
6740;RBM4B;#N/A
6741;METTL17;#N/A
6742;CBLC;#N/A
6743;MBD4;x
6744;NEIL3;#N/A
6745;NMT1;#N/A
6746;ZNF430;#N/A
6747;TAF1C;#N/A
6748;GTF2E1;#N/A
6749;SRPK3;#N/A
6750;MORF4L2;#N/A
6751;TRAPPC10;#N/A
6752;NEK6;#N/A
6753;ETF1;#N/A
6754;FAM78A;#N/A
6755;SNRPD2;#N/A
6756;LCN15;#N/A
6757;SULT1A2;#N/A
6758;ASCL4;#N/A
6759;RSRC1;#N/A
6760;TRIOBP;#N/A
6761;VPS26A;#N/A
6762;POTEE;#N/A
6763;TFDP3;#N/A
6764;SRI;#N/A
6765;CYGB;#N/A
6766;KIF1A;#N/A
6767;CABP2;#N/A
6768;TSEN34;#N/A
6769;CCDC90B;#N/A
6770;RAB6A;#N/A
6771;IFT80;#N/A
6772;FECH;#N/A
6773;ZNF211;#N/A
6774;PAFAH1B2;#N/A
6775;MC4R;#N/A
6776;EPB41L5;#N/A
6777;LCE3C;#N/A
6778;NPTX1;#N/A
6779;SRRM2;#N/A
6780;GPS1;#N/A
6781;WIPI1;#N/A
6782;KIR2DS2;#N/A
6783;CLCN2;#N/A
6784;OSTM1;#N/A
6785;FAM76B;#N/A
6786;VMP1;#N/A
6787;RND2;#N/A
6788;JMJD8;#N/A
6789;PLEC;#N/A
6790;CYTIP;#N/A
6791;ATP4A;#N/A
6792;RPLP2;#N/A
6793;FGFR1OP2;#N/A
6794;IKBIP;#N/A
6795;EPM2AIP1;#N/A
6796;SRSF11;#N/A
6797;C1QTNF6;#N/A
6798;GSS;#N/A
6799;PEF1;#N/A
6800;PELO;#N/A
6801;NSUN4;#N/A
6802;PSD3;#N/A
6803;RAD51D;x
6804;GSG1;#N/A
6805;DHRS9;#N/A
6806;ITPA;#N/A
6807;SUGP2;#N/A
6808;SH2B1;#N/A
6809;SYNGR2;#N/A
6810;ANKRD13C;#N/A
6811;RTCA;#N/A
6812;NOM1;#N/A
6813;SCAND1;#N/A
6814;STX18;#N/A
6815;GSTCD;#N/A
6816;ZNF524;#N/A
6817;SLC38A9;#N/A
6818;RPL3;#N/A
6819;MRPL1;#N/A
6820;SURF2;#N/A
6821;CHM;#N/A
6822;CD2BP2;#N/A
6823;NAPB;#N/A
6824;RIMS4;#N/A
6825;CELA2B;#N/A
6826;CHORDC1;#N/A
6827;TAGLN;#N/A
6828;RBM27;#N/A
6829;RBM48;#N/A
6830;DNAJC10;#N/A
6831;NDUFA8;#N/A
6832;ADAP1;#N/A
6833;LRRC25;#N/A
6834;PHF3;#N/A
6835;CHAF1B;#N/A
6836;CLEC1A;#N/A
6837;TPRKB;#N/A
6838;ANKS1B;#N/A
6839;HNRNPM;#N/A
6840;PIEZO1;#N/A
6841;SZT2;#N/A
6842;PAG1;#N/A
6843;DARS2;#N/A
6844;RPS11;#N/A
6845;GTF3C3;#N/A
6846;BANP;#N/A
6847;BVES;#N/A
6848;CMYA5;#N/A
6849;EIF3J;#N/A
6850;ERO1B;#N/A
6851;SNX11;#N/A
6852;PPL;#N/A
6853;MYLK;#N/A
6854;LY9;#N/A
6855;AAGAB;#N/A
6856;NPLOC4;#N/A
6857;NUMB;#N/A
6858;PDCD6IP;#N/A
6859;EPHA5;#N/A
6860;UCP2;#N/A
6861;DSTN;#N/A
6862;DNAJC11;#N/A
6863;MAB21L2;#N/A
6864;GPHA2;#N/A
6865;TMEM51;#N/A
6866;FBXL18;#N/A
6867;DNASE1;#N/A
6868;GDF3;#N/A
6869;DCAF10;#N/A
6870;APBA1;#N/A
6871;IPO7;#N/A
6872;EIF3K;#N/A
6873;VWA5B2;#N/A
6874;YIF1B;#N/A
6875;TMPPE;#N/A
6876;RABEP1;#N/A
6877;UBXN2B;#N/A
6878;IL18R1;#N/A
6879;SEC24A;#N/A
6880;SLC22A24;#N/A
6881;NME8;#N/A
6882;NDOR1;#N/A
6883;PMPCB;#N/A
6884;TNFAIP1;#N/A
6885;TAF10;#N/A
6886;LCE3A;#N/A
6887;LONP2;#N/A
6888;NEGR1;#N/A
6889;NUMA1;#N/A
6890;DOK3;#N/A
6891;ATP12A;#N/A
6892;TSGA13;#N/A
6893;DDX21;#N/A
6894;PRRC2A;#N/A
6895;MAPK8IP3;#N/A
6896;RAB34;#N/A
6897;DECR1;#N/A
6898;STAU2;#N/A
6899;FABP9;#N/A
6900;PPHLN1;#N/A
6901;TBC1D19;#N/A
6902;EPC2;#N/A
6903;KCNA4;#N/A
6904;FKBP9;#N/A
6905;PPP1R18;#N/A
6906;GOLGA4;#N/A
6907;CD8A;#N/A
6908;MRPL19;#N/A
6909;GFRA1;#N/A
6910;NDUFA2;#N/A
6911;SPARCL1;#N/A
6912;SACS;#N/A
6913;RFX7;#N/A
6914;EIF4G3;#N/A
6915;NHSL2;#N/A
6916;H2AC1;#N/A
6917;ERCC5;x
6918;PLEKHO1;#N/A
6919;ZC3H7B;#N/A
6920;SEPTIN11;#N/A
6921;RPL24;#N/A
6922;EDEM2;#N/A
6923;DCAF15;#N/A
6924;CCNL1;#N/A
6925;ATG5;#N/A
6926;RPS19;#N/A
6927;MOS;#N/A
6928;AMDHD2;#N/A
6929;NFYC;#N/A
6930;ARMCX5;#N/A
6931;NEU2;#N/A
6932;SLC25A46;#N/A
6933;ARFIP1;#N/A
6934;ZBTB40;#N/A
6935;VEZT;#N/A
6936;KRIT1;#N/A
6937;PPP1R3A;#N/A
6938;RALGPS2;#N/A
6939;RALYL;#N/A
6940;TM2D1;#N/A
6941;TCHH;#N/A
6942;OSGEP;#N/A
6943;SARNP;#N/A
6944;AMD1;#N/A
6945;FAM90A1;#N/A
6946;RPL36;#N/A
6947;TPM2;#N/A
6948;RCAN3;#N/A
6949;PAX4;#N/A
6950;ASPA;#N/A
6951;TULP3;#N/A
6952;C8orf33;#N/A
6953;SUPT6H;#N/A
6954;SYT5;#N/A
6955;MRPS18A;#N/A
6956;RND1;#N/A
6957;GPX8;#N/A
6958;ANAPC5;#N/A
6959;ENPP4;#N/A
6960;ADARB2;x
6961;RCAN2;#N/A
6962;TTI2;#N/A
6963;FUT9;#N/A
6964;PTP4A2;#N/A
6965;RSPRY1;#N/A
6966;TIGAR;x
6967;KCNA3;#N/A
6968;CCNH;#N/A
6969;SLC6A4;#N/A
6970;MYLK3;#N/A
6971;TLR10;#N/A
6972;RAD51C;x
6973;UBA7;#N/A
6974;EXOG;#N/A
6975;HNRNPH1;#N/A
6976;DHDDS;#N/A
6977;AP5Z1;#N/A
6978;GTF2H3;#N/A
6979;SAV1;#N/A
6980;LDHAL6A;#N/A
6981;PAX1;#N/A
6982;MEOX1;#N/A
6983;PRMT7;#N/A
6984;YIPF6;#N/A
6985;FXYD6;#N/A
6986;NPRL2;#N/A
6987;LMBRD2;#N/A
6988;DPM3;#N/A
6989;TRAK2;#N/A
6990;CEP120;#N/A
6991;TCOF1;#N/A
6992;XYLT1;#N/A
6993;ST7L;#N/A
6994;MRPL42;#N/A
6995;UBASH3A;#N/A
6996;UFM1;#N/A
6997;HACD2;#N/A
6998;CCDC12;#N/A
6999;CA14;#N/A
7000;USP39;#N/A
7001;ATP5PB;#N/A
7002;SYDE2;#N/A
7003;BCL7C;#N/A
7004;FATE1;#N/A
7005;CCP110;#N/A
7006;SNRNP27;#N/A
7007;TDRD3;#N/A
7008;RGL4;#N/A
7009;MON1A;#N/A
7010;RPS13;#N/A
7011;RPL18A;#N/A
7012;PTBP3;#N/A
7013;MAGED2;#N/A
7014;KDM5B;#N/A
7015;TXLNB;#N/A
7016;PHKG2;#N/A
7017;TBCA;#N/A
7018;AMOTL2;#N/A
7019;SIGLEC9;#N/A
7020;LAMP1;#N/A
7021;FSTL5;#N/A
7022;CD163;#N/A
7023;MTMR6;#N/A
7024;PIGA;x
7025;MRPL21;#N/A
7026;COPB1;#N/A
7027;TSSC4;#N/A
7028;SRFBP1;#N/A
7029;NDEL1;#N/A
7030;RPAP1;#N/A
7031;TM9SF2;#N/A
7032;LDHD;#N/A
7033;SV2B;#N/A
7034;GLG1;#N/A
7035;SEC61B;#N/A
7036;PHTF2;#N/A
7037;CCDC50;#N/A
7038;MOBP;#N/A
7039;RAB35;x
7040;FBXL3;#N/A
7041;EDEM1;#N/A
7042;CBR3;#N/A
7043;HSPB8;#N/A
7044;BBS9;#N/A
7045;PHYHIP;#N/A
7046;GPR89B;#N/A
7047;CHST9;#N/A
7048;TSPAN5;#N/A
7049;TTLL6;#N/A
7050;RELN;#N/A
7051;MYOZ3;#N/A
7052;CD180;#N/A
7053;PRKAR2A;#N/A
7054;WRAP73;#N/A
7055;SEPTIN12;#N/A
7056;ATP9A;#N/A
7057;UBXN2A;#N/A
7058;PRKD3;#N/A
7059;CETN1;#N/A
7060;SHCBP1;#N/A
7061;IDO1;#N/A
7062;AMMECR1L;#N/A
7063;IL18BP;#N/A
7064;HPS5;#N/A
7065;SCGN;#N/A
7066;PNISR;#N/A
7067;PNRC2;#N/A
7068;CNTNAP1;#N/A
7069;ATPAF2;#N/A
7070;RECQL5;#N/A
7071;SPHKAP;#N/A
7072;KIDINS220;#N/A
7073;ZIC4;#N/A
7074;DPEP2;#N/A
7075;MRTO4;#N/A
7076;HOXC8;#N/A
7077;ERP44;#N/A
7078;SLC30A3;#N/A
7079;MNAT1;#N/A
7080;USP14;#N/A
7081;PDHA1;#N/A
7082;HSFY1;#N/A
7083;KATNA1;#N/A
7084;ZC3HAV1;#N/A
7085;C7orf26;#N/A
7086;SPANXN3;#N/A
7087;DCLRE1C;#N/A
7088;PKP2;#N/A
7089;SOHLH2;#N/A
7090;CNTN1;#N/A
7091;REM1;#N/A
7092;ZCCHC7;#N/A
7093;NUP214;x
7094;UTP14C;#N/A
7095;TSG101;#N/A
7096;FNDC3A;#N/A
7097;THADA;#N/A
7098;MAP1S;#N/A
7099;LIPH;#N/A
7100;OR2AG1;#N/A
7101;GXYLT1;#N/A
7102;FAM177A1;#N/A
7103;MBNL2;#N/A
7104;MAB21L1;#N/A
7105;GTF2I;x
7106;GABRG2;#N/A
7107;PCDH9;#N/A
7108;LTV1;#N/A
7109;SF3B1;x
7110;GLUL;#N/A
7111;DOHH;#N/A
7112;SNX3;#N/A
7113;NRTN;#N/A
7114;BTLA;#N/A
7115;AP2A2;#N/A
7116;BAZ1B;#N/A
7117;PTPDC1;#N/A
7118;PIAS3;#N/A
7119;MYLIP;#N/A
7120;CYC1;#N/A
7121;ITGB4;#N/A
7122;ARGLU1;#N/A
7123;PPP1R21;#N/A
7124;DLAT;#N/A
7125;ITFG2;#N/A
7126;CSK;#N/A
7127;XKR4;#N/A
7128;TPH2;#N/A
7129;ARL13B;#N/A
7130;SLC39A3;#N/A
7131;IMP3;#N/A
7132;EXOSC3;#N/A
7133;TWF2;#N/A
7134;TNPO3;#N/A
7135;SLC6A2;#N/A
7136;FAM189B;#N/A
7137;SIPA1;#N/A
7138;SORCS2;#N/A
7139;PECR;#N/A
7140;PNPO;#N/A
7141;ATAD3B;#N/A
7142;TTLL7;#N/A
7143;COMMD6;#N/A
7144;PPP4R3A;#N/A
7145;STXBP2;#N/A
7146;SYT16;#N/A
7147;CHD1L;#N/A
7148;BIN2;#N/A
7149;MAGEA8;#N/A
7150;GOLIM4;#N/A
7151;CHRDL2;#N/A
7152;UBE2E1;#N/A
7153;RPL21;#N/A
7154;CYP11A1;#N/A
7155;NRXN1;#N/A
7156;TNFSF8;#N/A
7157;ABI3BP;#N/A
7158;LTC4S;#N/A
7159;SLC30A1;#N/A
7160;FKBP3;#N/A
7161;MYO1F;#N/A
7162;FOXR1;#N/A
7163;OSBP;#N/A
7164;WNK1;#N/A
7165;PLEKHA1;#N/A
7166;MYH13;#N/A
7167;TMEM38A;#N/A
7168;RPH3A;#N/A
7169;TXNDC9;#N/A
7170;SNIP1;#N/A
7171;DEPDC5;#N/A
7172;ADAR;#N/A
7173;AGPS;#N/A
7174;LCMT1;#N/A
7175;GMFB;#N/A
7176;NPHP1;#N/A
7177;KIF15;#N/A
7178;KLHL8;#N/A
7179;FNDC5;#N/A
7180;PRCC;x
7181;HELQ;#N/A
7182;CEP44;#N/A
7183;TGFBR3;#N/A
7184;MMADHC;#N/A
7185;TBC1D22A;#N/A
7186;MAGIX;#N/A
7187;ECPAS;#N/A
7188;UBE2L3;#N/A
7189;MGAT1;#N/A
7190;DPP9;#N/A
7191;SON;#N/A
7192;OR2T6;#N/A
7193;GABRA4;#N/A
7194;ODF1;#N/A
7195;DIMT1;#N/A
7196;POLR3E;#N/A
7197;HPD;#N/A
7198;KIF1B;#N/A
7199;SPINT1;#N/A
7200;PYGM;#N/A
7201;MRPS15;#N/A
7202;JPH2;#N/A
7203;TCEAL2;#N/A
7204;CD300LF;#N/A
7205;CTDP1;#N/A
7206;RTN2;#N/A
7207;SLAMF7;#N/A
7208;C21orf91;#N/A
7209;MEST;#N/A
7210;PREPL;#N/A
7211;DPT;#N/A
7212;AMZ2;#N/A
7213;NCAM1;#N/A
7214;AFG3L2;#N/A
7215;SNX17;#N/A
7216;SF3B5;#N/A
7217;FBXL14;#N/A
7218;USP38;#N/A
7219;RIOK3;#N/A
7220;RNF40;#N/A
7221;ZNF621;#N/A
7222;KTN1;#N/A
7223;ASB2;#N/A
7224;GRID2;#N/A
7225;POLR2D;#N/A
7226;ZCCHC10;#N/A
7227;KIF3B;#N/A
7228;ATP1A4;#N/A
7229;HECTD1;#N/A
7230;VSX1;#N/A
7231;STK25;#N/A
7232;CDH18;#N/A
7233;SPRY3;#N/A
7234;EXOSC2;#N/A
7235;RPL26;#N/A
7236;UBE2K;#N/A
7237;DPY19L2;#N/A
7238;LRBA;#N/A
7239;NOL12;#N/A
7240;LDB3;#N/A
7241;ATP1B3;#N/A
7242;SLAIN2;#N/A
7243;ZNF165;#N/A
7244;DNAJB8;#N/A
7245;UFD1;#N/A
7246;RRAGB;#N/A
7247;WFDC5;#N/A
7248;PTPRE;#N/A
7249;MGAT5B;#N/A
7250;INPP4B;x
7251;UQCRC1;#N/A
7252;MYO10;#N/A
7253;DAB1;#N/A
7254;DPY19L3;#N/A
7255;UTP15;#N/A
7256;SAFB;#N/A
7257;PIR;#N/A
7258;CSRP1;#N/A
7259;FAM153B;#N/A
7260;HYPK;#N/A
7261;SLX4;x
7262;EIF2B4;#N/A
7263;ELAVL3;#N/A
7264;SF3A1;#N/A
7265;OR10H3;#N/A
7266;POLB;#N/A
7267;RRAGA;#N/A
7268;CDH8;#N/A
7269;ST3GAL4;#N/A
7270;KIFC3;#N/A
7271;LUC7L2;#N/A
7272;SARAF;#N/A
7273;ZC3H15;#N/A
