No.;Gene name;Oncogene or Tumor Suppresson gene
6427;BEND3;#N/A
6428;CDC7;#N/A
6429;GFI1B;#N/A
6430;ACD;#N/A
6431;THAP11;#N/A
6432;UMOD;#N/A
6433;VSX2;#N/A
6434;DBP;#N/A
6435;BBS12;#N/A
6436;MOS;#N/A
6437;SLC35B2;#N/A
6438;PACSIN1;#N/A
6439;MRPL58;#N/A
6440;RIT1;x
6441;TIMELESS;#N/A
6442;HOXB1;#N/A
6443;PHLDA1;#N/A
6444;HACD3;#N/A
6445;HOXC4;#N/A
6446;KCNIP4;#N/A
6447;VPS13B;#N/A
6448;PSPC1;#N/A
6449;NPNT;#N/A
6450;RP9;#N/A
6451;APPL2;#N/A
6452;DCUN1D3;#N/A
6453;TAF3;#N/A
6454;CLSTN1;#N/A
6455;FAM107A;#N/A
6456;RFC2;#N/A
6457;ZBED4;#N/A
6458;RAB40C;#N/A
6459;FCHO2;#N/A
6460;BRD3;x
6461;ZNF335;#N/A
6462;TCP10L;#N/A
6463;SCAF11;#N/A
6464;KDM2B;#N/A
6465;TCF25;#N/A
6466;P3H2;#N/A
6467;PHOX2A;#N/A
6468;HBP1;#N/A
6469;ZBTB5;#N/A
6470;JDP2;#N/A
6471;GJA3;#N/A
6472;GTF2A1L;#N/A
6473;ANP32B;#N/A
6474;RCOR2;#N/A
6475;CIC;x
6476;WWC3;#N/A
6477;TPTE;#N/A
6478;TMED4;#N/A
6479;RNF38;#N/A
6480;NFE2;x
6481;C1QTNF1;#N/A
6482;SP2;#N/A
6483;PIP;#N/A
6484;CHD5;#N/A
6485;FBLN1;#N/A
6486;PRDM4;#N/A
6487;CHAF1A;#N/A
6488;EYA3;#N/A
6489;ENY2;#N/A
6490;RFX4;#N/A
6491;MINK1;#N/A
6492;EFR3B;#N/A
6493;MTM1;#N/A
6494;NDRG4;#N/A
6495;ZNF16;#N/A
6496;GCFC2;#N/A
6497;AHI1;#N/A
6498;IER5;#N/A
6499;TUSC2;#N/A
6500;OAZ3;#N/A
6501;IVNS1ABP;#N/A
6502;ZNF296;#N/A
6503;PIBF1;#N/A
6504;CBR3;#N/A
6505;RAB40A;#N/A
6506;MYO16;#N/A
6507;HOOK3;#N/A
6508;SLC38A2;#N/A
6509;PSRC1;#N/A
6510;ZDHHC23;#N/A
6511;LIMCH1;#N/A
6512;RTF1;#N/A
6513;CYTIP;#N/A
6514;RPA3;#N/A
6515;LANCL2;#N/A
6516;ZMIZ2;#N/A
6517;MLPH;#N/A
6518;PDCL3;#N/A
6519;SERTAD3;#N/A
6520;MAFK;#N/A
6521;H1-0;#N/A
6522;MATN1;#N/A
6523;RBM15B;#N/A
6524;WDR5;#N/A
6525;ZNF496;#N/A
6526;HIVEP3;#N/A
6527;RAX;#N/A
6528;RAB25;#N/A
6529;SAMD11;#N/A
6530;PBX4;#N/A
6531;EHD2;#N/A
6532;THAP3;#N/A
6533;PCBD2;#N/A
6534;CDCA7L;#N/A
6535;EN1;#N/A
6536;SHOX;#N/A
6537;CKAP2;#N/A
6538;ERAS;#N/A
6539;EID2B;#N/A
6540;GOLPH3;#N/A
6541;TNNI2;#N/A
6542;EHD3;#N/A
6543;KCNS3;#N/A
6544;ZDHHC5;#N/A
6545;HOXB3;#N/A
6546;EAPP;#N/A
6547;KYNU;#N/A
6548;HOXD8;#N/A
6549;KCNMA1;#N/A
6550;TULP1;#N/A
6551;RAI1;#N/A
6552;FAM126A;#N/A
6553;GPD1L;#N/A
6554;BTG3;#N/A
6555;GSAP;#N/A
6556;WNK2;#N/A
6557;EIF5A2;#N/A
6558;TAF1L;#N/A
6559;ZNF516;#N/A
6560;THY1;#N/A
6561;LGALS9B;#N/A
6562;NHLH1;#N/A
6563;PPM1D;x
6564;SHQ1;x
6565;UTP11;#N/A
6566;YLPM1;#N/A
6567;TSHZ3;#N/A
6568;MORF4L2;#N/A
6569;NOCT;#N/A
6570;MXI1;#N/A
6571;SULF2;#N/A
6572;EYA4;#N/A
6573;ABCF1;#N/A
6574;PCSK9;#N/A
6575;PRDM6;#N/A
6576;HNF1B;#N/A
6577;JAZF1;#N/A
6578;MYT1L;#N/A
6579;PRDM15;#N/A
6580;LGI1;#N/A
6581;RNF139;#N/A
6582;TRIB2;#N/A
6583;TBL2;#N/A
6584;FOXD2;#N/A
6585;SCML2;#N/A
6586;ADARB1;#N/A
6587;FAM110C;#N/A
6588;WBP2NL;#N/A
6589;AASS;#N/A
6590;ZNF536;#N/A
6591;ARFIP1;#N/A
6592;KLF15;#N/A
6593;TSPAN6;#N/A
6594;POLR2M;#N/A
6595;TIGIT;#N/A
6596;DIS3L2;#N/A
6597;IDH3A;#N/A
6598;ZFAND6;#N/A
6599;CC2D1A;#N/A
6600;SLC35A5;#N/A
6601;SULF1;#N/A
6602;RBPMS2;#N/A
6603;ZNF711;#N/A
6604;HESX1;#N/A
6605;BLOC1S2;#N/A
6606;AVPI1;#N/A
6607;PXK;#N/A
6608;ATP2C1;#N/A
6609;TIPIN;#N/A
6610;MCM9;#N/A
6611;CDX4;#N/A
6612;ZSCAN21;#N/A
6613;DIRAS1;#N/A
6614;GCNT1;#N/A
6615;TPTE2;#N/A
6616;PDCD7;#N/A
6617;MCTS1;#N/A
6618;MFAP3;#N/A
6619;FAM111A;#N/A
6620;SAMD13;#N/A
6621;GABPB2;#N/A
6622;GCGR;#N/A
6623;IRAK1BP1;#N/A
6624;TNFAIP8;#N/A
6625;TWF2;#N/A
6626;FHOD3;#N/A
6627;RAX2;#N/A
6628;ATP8B1;#N/A
6629;TPPP;#N/A
6630;ZNF276;#N/A
6631;NR6A1;#N/A
6632;SEC16B;#N/A
6633;MAGEL2;#N/A
6634;FERD3L;#N/A
6635;CAMTA1;#N/A
6636;KLF12;#N/A
6637;TUB;#N/A
6638;CSRNP2;#N/A
6639;NEUROD2;#N/A
6640;C3orf38;#N/A
6641;VENTX;#N/A
6642;SP7;#N/A
6643;AKIRIN2;#N/A
6644;PITHD1;#N/A
6645;SLC1A4;#N/A
6646;SLURP1;#N/A
6647;PNMA3;#N/A
6648;RFPL4A;#N/A
6649;USP27X;#N/A
6650;DNAJC2;#N/A
6651;DMWD;#N/A
6652;PIGW;#N/A
6653;ZNF202;#N/A
6654;UTF1;#N/A
6655;KRTAP10-3;#N/A
6656;SEMA7A;#N/A
6657;CDO1;#N/A
6658;ZFYVE27;#N/A
6659;BNC1;#N/A
6660;PACS2;#N/A
6661;EPHA1;#N/A
6662;HNF4G;#N/A
6663;ZNF395;#N/A
6664;CAMTA2;#N/A
6665;TMEM102;#N/A
6666;CCDC62;#N/A
6667;TBR1;#N/A
6668;CTAG1A;#N/A
6669;ZDHHC3;#N/A
6670;SHISA5;#N/A
6671;GPR89A;#N/A
6672;MPND;#N/A
6673;ZNF239;#N/A
6674;ZNF274;#N/A
6675;UBA2;#N/A
6676;ZPR1;#N/A
6677;ZDHHC13;#N/A
6678;ARMC1;#N/A
6679;SOBP;#N/A
6680;UNC13A;#N/A
6681;ACAA2;#N/A
6682;CPEB1;#N/A
6683;CPEB2;#N/A
6684;UPK3B;#N/A
6685;MGARP;#N/A
6686;SPEG;#N/A
6687;TLX2;#N/A
6688;ENSA;#N/A
6689;VSTM2A;#N/A
6690;ZDHHC8;#N/A
6691;DUOX1;#N/A
6692;PKHD1;#N/A
6693;RNF122;#N/A
6694;TTC7A;#N/A
6695;MIP;#N/A
6696;TXNL4A;#N/A
6697;TBC1D8;#N/A
6698;FXN;#N/A
6699;SNX12;#N/A
6700;SYT7;#N/A
6701;AKNA;#N/A
6702;SLC20A1;#N/A
6703;TAF2;#N/A
6704;MGA;x
6705;DTWD2;#N/A
6706;COPB2;#N/A
6707;FOXB1;#N/A
6708;JPH1;#N/A
6709;MEPCE;#N/A
6710;IKZF2;#N/A
6711;PRPF4B;#N/A
6712;LYPD6;#N/A
6713;CCDC24;#N/A
6714;XPOT;#N/A
6715;TRAF3IP3;#N/A
6716;ARF5;#N/A
6717;SLAIN2;#N/A
6718;CD84;#N/A
6719;AKAP11;#N/A
6720;NLGN3;#N/A
6721;SLC26A6;#N/A
6722;CEP350;#N/A
6723;RBM8A;#N/A
6724;IREB2;#N/A
6725;TSPAN3;#N/A
6726;CD2BP2;#N/A
6727;KDM3B;#N/A
6728;BCL7C;#N/A
6729;ADD1;#N/A
6730;STK40;#N/A
6731;A2M;#N/A
6732;UBASH3A;#N/A
6733;USP49;#N/A
6734;RBM25;#N/A
6735;DRP2;#N/A
6736;AKAP10;#N/A
6737;DDX39A;#N/A
6738;LRIG2;#N/A
6739;UPK1B;#N/A
6740;LGALS3BP;#N/A
6741;CDK12;x
6742;UHRF2;#N/A
6743;CCDC71L;#N/A
6744;SERPINA5;#N/A
6745;DPT;#N/A
6746;CSGALNACT2;#N/A
6747;CNTN2;#N/A
6748;IPO7;#N/A
6749;WTAP;#N/A
6750;FGL1;#N/A
6751;PIKFYVE;#N/A
6752;SLC7A2;#N/A
6753;ZC2HC1C;#N/A
6754;TACC3;#N/A
6755;OBSL1;#N/A
6756;DNAJC14;#N/A
6757;FLVCR1;#N/A
6758;SNTA1;#N/A
6759;HSDL1;#N/A
6760;DOK6;#N/A
6761;MAGED1;#N/A
6762;EMSY;x
6763;CEP76;#N/A
6764;SLC6A8;#N/A
6765;MCM4;#N/A
6766;POLH;#N/A
6767;FBN2;#N/A
6768;RALGAPB;#N/A
6769;JAM3;#N/A
6770;EMX2;#N/A
6771;ARMC6;#N/A
6772;DCAF17;#N/A
6773;MCC;#N/A
6774;CUEDC2;#N/A
6775;SERPINC1;#N/A
6776;TRAPPC11;#N/A
6777;ELP3;#N/A
6778;LDB3;#N/A
6779;ABCD2;#N/A
6780;CBR1;#N/A
6781;RNASEH2A;x
6782;MAGEA10;#N/A
6783;SDAD1;#N/A
6784;GFM1;#N/A
6785;CLPP;#N/A
6786;JSRP1;#N/A
6787;FOXL1;#N/A
6788;GC;#N/A
6789;APOL2;#N/A
6790;VTI1B;#N/A
6791;LSM7;#N/A
6792;SYNJ2BP;#N/A
6793;APPBP2;#N/A
6794;RAB35;x
6795;TBC1D16;#N/A
6796;USP46;#N/A
6797;FRMD6;#N/A
6798;RPA2;#N/A
6799;PCGF3;#N/A
6800;RERE;#N/A
6801;ZZEF1;#N/A
6802;GTF2I;x
6803;H1-1;#N/A
6804;TTC30B;#N/A
6805;DCUN1D1;x
6806;ANKRD44;#N/A
6807;USP33;#N/A
6808;EFTUD2;#N/A
6809;CLASRP;#N/A
6810;SAMD3;#N/A
6811;FAM90A1;#N/A
6812;TUT4;#N/A
6813;GOLGA1;#N/A
6814;ZFP91;#N/A
6815;MTX3;#N/A
6816;CHD6;#N/A
6817;LY9;#N/A
6818;TTC30A;#N/A
6819;TPD52L2;#N/A
6820;WDR54;#N/A
6821;TARS1;#N/A
6822;ELSPBP1;#N/A
6823;TPD52;#N/A
6824;NECAP2;#N/A
6825;SNCB;#N/A
6826;HMG20A;#N/A
6827;MORC3;#N/A
6828;CASK;#N/A
6829;HEATR1;#N/A
6830;TMOD1;#N/A
6831;KLHL6;x
6832;PYCR2;#N/A
6833;MBD5;#N/A
6834;LRP12;#N/A
6835;DECR1;#N/A
6836;TRDN;#N/A
6837;STOML2;#N/A
6838;NUBP1;#N/A
6839;CDH23;#N/A
6840;SHPRH;#N/A
6841;ERGIC3;#N/A
6842;HSFY1;#N/A
6843;ALPI;#N/A
6844;SEC23IP;#N/A
6845;CBLC;#N/A
6846;APBB3;#N/A
6847;ZBTB11;#N/A
6848;TNPO1;#N/A
6849;ECEL1;#N/A
6850;RFC3;#N/A
6851;ERO1B;#N/A
6852;NUFIP2;#N/A
6853;FABP4;#N/A
6854;SLC30A4;#N/A
6855;TSR3;#N/A
6856;P2RY8;x
6857;ISCA1;#N/A
6858;PGM2L1;#N/A
6859;FAM189B;#N/A
6860;USP32;#N/A
6861;HEPHL1;#N/A
6862;PTPRO;#N/A
6863;TNFAIP8L1;#N/A
6864;BRWD3;#N/A
6865;IRX4;#N/A
6866;SPANXN3;#N/A
6867;VARS1;#N/A
6868;MED15;#N/A
6869;TEX11;#N/A
6870;CCM2;#N/A
6871;ELN;x
6872;SERPINE2;#N/A
6873;MYH4;#N/A
6874;EPHB1;x
6875;YARS1;#N/A
6876;ASH1L;#N/A
6877;AKR7A2;#N/A
6878;DDX46;#N/A
6879;BAG2;#N/A
6880;WDR73;#N/A
6881;TMUB1;#N/A
6882;MATN2;#N/A
6883;TOPBP1;#N/A
6884;WDR43;#N/A
6885;RABGGTB;#N/A
6886;CYP27C1;#N/A
6887;SMCHD1;#N/A
6888;DCP1A;#N/A
6889;C11orf16;#N/A
6890;OXA1L;#N/A
6891;PHF19;x
6892;SIT1;#N/A
6893;BEGAIN;#N/A
6894;C1orf159;#N/A
6895;NTNG2;#N/A
6896;RABEP1;#N/A
6897;EAF1;#N/A
6898;SLC25A25;#N/A
6899;MPPED1;#N/A
6900;CDC20B;#N/A
6901;KLF16;#N/A
6902;TBC1D14;#N/A
6903;C1QTNF2;#N/A
6904;NAAA;#N/A
6905;OLIG1;#N/A
6906;MTHFD2;x
6907;SNRNP70;#N/A
6908;PRPF31;#N/A
6909;MATR3;#N/A
6910;UNC119;#N/A
6911;SULT2A1;#N/A
6912;SDHAF2;x
6913;PEX16;#N/A
6914;TOPORS;#N/A
6915;STON2;#N/A
6916;CDH4;x
6917;AKAP14;#N/A
6918;SNRNP200;#N/A
6919;BANP;#N/A
6920;SF3A1;#N/A
6921;DDI1;#N/A
6922;RFWD3;#N/A
6923;LRPPRC;#N/A
6924;ITIH1;#N/A
6925;NRBP1;#N/A
6926;RFC4;#N/A
6927;TK1;#N/A
6928;GRIK5;#N/A
6929;RMND1;#N/A
6930;USP37;#N/A
6931;NUCB1;#N/A
6932;ANKRD13C;#N/A
6933;LY6G6F;#N/A
6934;WNK1;#N/A
6935;CASQ2;#N/A
6936;GEMIN5;#N/A
6937;GSG1;#N/A
6938;F5;#N/A
6939;CNGA1;#N/A
6940;NLGN1;#N/A
6941;TIMMDC1;#N/A
6942;ZNHIT1;#N/A
6943;CHD9;#N/A
6944;C6orf15;#N/A
6945;RALGPS1;#N/A
6946;ERAL1;#N/A
6947;MAGEA11;#N/A
6948;C1orf94;#N/A
6949;EFHC1;#N/A
6950;DMTF1;#N/A
6951;TAF10;#N/A
6952;MRPL9;#N/A
6953;COLGALT1;#N/A
6954;HSPBP1;#N/A
6955;NIN;#N/A
6956;PRR14L;#N/A
6957;TSSC4;#N/A
6958;RFC5;#N/A
6959;HEATR5B;#N/A
6960;FOXR2;#N/A
6961;RO60;#N/A
6962;CTTNBP2NL;#N/A
6963;CUEDC1;#N/A
6964;AIDA;#N/A
6965;KRT9;#N/A
6966;ZNFX1;#N/A
6967;SH3GLB2;#N/A
6968;GALNT11;#N/A
6969;RBM12;#N/A
6970;TEX264;#N/A
6971;MRPS34;#N/A
6972;PPP4C;#N/A
6973;TMEM237;#N/A
6974;CA10;#N/A
6975;BLK;#N/A
6976;COPS3;#N/A
6977;SLC10A7;#N/A
6978;ZNF408;#N/A
6979;NCAPG;#N/A
6980;NAA10;#N/A
6981;SRFBP1;#N/A
6982;DMXL1;#N/A
6983;CABP4;#N/A
6984;RBM39;#N/A
6985;USP38;#N/A
6986;ZNF146;#N/A
6987;VSIG4;#N/A
6988;GZMK;#N/A
6989;WFIKKN2;#N/A
6990;RCSD1;#N/A
6991;CHD2;x
6992;EIF3F;#N/A
6993;CRELD2;#N/A
6994;ARRDC1;#N/A
6995;STX2;#N/A
6996;RAB3GAP2;#N/A
6997;AKR1D1;#N/A
6998;MYEF2;#N/A
6999;DAB1;#N/A
7000;KHSRP;#N/A
7001;CCT3;#N/A
7002;TRAPPC10;#N/A
7003;MAGOH;#N/A
7004;MCM7;#N/A
7005;TAF1C;#N/A
7006;TOMM34;#N/A
7007;KCNA3;#N/A
7008;YIF1A;#N/A
7009;TP53BP2;#N/A
7010;GALNT5;#N/A
7011;SIAE;#N/A
7012;USP3;#N/A
7013;ENO2;#N/A
7014;LRRC46;#N/A
7015;WDR83OS;#N/A
7016;STRN3;#N/A
7017;CPSF3;#N/A
7018;TBC1D23;#N/A
7019;NUDT21;#N/A
7020;OR2S2;#N/A
7021;USP11;#N/A
7022;LCA5;#N/A
7023;MYO15B;#N/A
7024;TRMT1;#N/A
7025;ACTR5;#N/A
7026;TRPC4;#N/A
7027;EXOSC4;#N/A
7028;SF3B4;#N/A
7029;NID2;#N/A
7030;ZMYM4;#N/A
7031;B4GALNT4;#N/A
7032;ZBTB44;#N/A
7033;MARK2;#N/A
7034;SIK3;#N/A
7035;AURKAIP1;#N/A
7036;PSG3;#N/A
7037;DDX18;#N/A
7038;RBM41;#N/A
7039;ZC3H11A;#N/A
7040;MCM6;#N/A
7041;KRTAP26-1;#N/A
7042;COPE;#N/A
7043;DOK4;#N/A
7044;SNRPC;#N/A
7045;HAUS2;#N/A
7046;MAEA;#N/A
7047;GEMIN4;#N/A
7048;POLI;#N/A
7049;GTF3C4;#N/A
7050;TSGA10;#N/A
7051;RALY;#N/A
7052;TGOLN2;#N/A
7053;CA9;#N/A
7054;BBX;#N/A
7055;DPY19L3;#N/A
7056;THOC1;#N/A
7057;PEX19;#N/A
7058;KRT8;#N/A
7059;TSC22D3;#N/A
7060;TMTC3;#N/A
7061;RBM4;#N/A
7062;TTL;#N/A
7063;SAFB2;#N/A
7064;NEDD9;#N/A
7065;API5;#N/A
7066;SNX17;#N/A
7067;IPO9;#N/A
7068;RSPRY1;#N/A
7069;EMC8;#N/A
7070;ZCCHC8;#N/A
7071;SYT5;#N/A
7072;NAA40;#N/A
7073;MRPL37;#N/A
7074;SEC31B;#N/A
7075;TAT;#N/A
7076;EMC1;#N/A
7077;MYO7A;#N/A
7078;MRPS27;#N/A
7079;KIF1B;#N/A
7080;BAZ1B;#N/A
7081;ERH;#N/A
7082;ASCC1;#N/A
7083;UCP2;#N/A
7084;CDKL1;#N/A
7085;ARFGEF2;#N/A
7086;UBAC2;#N/A
7087;HCCS;#N/A
7088;TMEM126A;#N/A
7089;TTC37;#N/A
7090;SERPINB11;#N/A
7091;DIDO1;#N/A
7092;SHANK1;#N/A
7093;CCT4;#N/A
7094;AKAP1;#N/A
7095;POMP;#N/A
7096;NXPH2;#N/A
7097;BICC1;#N/A
7098;COPS7A;#N/A
7099;BAZ2B;#N/A
7100;PDIA6;#N/A
7101;SRSF11;#N/A
7102;GAPDHS;#N/A
7103;LRBA;#N/A
7104;CEACAM21;#N/A
7105;SMC6;#N/A
7106;ATE1;#N/A
7107;DNAJB11;#N/A
7108;UBXN1;#N/A
7109;FEM1B;#N/A
7110;GADD45GIP1;#N/A
7111;XRN1;#N/A
7112;SLC30A5;#N/A
7113;SLC6A9;#N/A
7114;ANKRD29;#N/A
7115;MCOLN2;#N/A
7116;OPA1;#N/A
7117;EIF6;#N/A
7118;AICDA;#N/A
7119;MRPL52;#N/A
7120;COLGALT2;#N/A
7121;PEX1;#N/A
7122;EMC2;#N/A
7123;SFXN1;#N/A
7124;SLC25A22;#N/A
7125;SLC9A4;#N/A
7126;FRYL;#N/A
7127;SPTY2D1;#N/A
7128;CRB2;#N/A
7129;KIF21A;#N/A
7130;USP12;#N/A
7131;SF3B5;#N/A
7132;CA4;#N/A
7133;ZNF770;#N/A
7134;ZC3H14;#N/A
7135;LMLN;#N/A
7136;MATN4;#N/A
7137;PPIB;#N/A
7138;MRPL28;#N/A
7139;PLOD3;#N/A
7140;HASPIN;#N/A
7141;UPF1;#N/A
7142;PQBP1;#N/A
7143;SCNM1;#N/A
7144;CCNDBP1;#N/A
7145;MRPL27;#N/A
7146;GEM;#N/A
7147;SORBS3;#N/A
7148;SDK2;#N/A
7149;MED28;#N/A
7150;TSEN54;#N/A
7151;TUT7;#N/A
7152;STXBP5L;#N/A
7153;CCDC12;#N/A
7154;CUTA;#N/A
7155;POLR1F;#N/A
7156;ARGLU1;#N/A
7157;PBLD;#N/A
7158;COMMD1;#N/A
7159;FOXD4L6;#N/A
7160;INO80E;#N/A
7161;IPCEF1;#N/A
7162;GIMAP2;#N/A
7163;NPC1;#N/A
7164;NOVA2;#N/A
7165;HMGXB4;#N/A
7166;SNX1;#N/A
7167;RSBN1;#N/A
7168;STX16;#N/A
7169;HOXB5;#N/A
7170;WRNIP1;#N/A
7171;ANKS1A;#N/A
7172;PIWIL1;#N/A
7173;ENOPH1;#N/A
7174;ATXN10;#N/A
7175;VEZT;#N/A
7176;CLCN3;#N/A
7177;TMOD2;#N/A
7178;P4HA1;#N/A
7179;CDC40;#N/A
7180;UBQLN4;#N/A
7181;HAPLN3;#N/A
7182;TEAD3;#N/A
7183;SRP54;#N/A
7184;GTF2E2;#N/A
7185;AMY2A;#N/A
7186;INPP4A;#N/A
7187;CNTNAP4;#N/A
7188;GMFB;#N/A
7189;AQR;#N/A
7190;PARG;#N/A
7191;GPATCH8;#N/A
7192;TNFAIP8L2;#N/A
7193;CDK15;#N/A
7194;PROC;#N/A
7195;TGFBR3;#N/A
7196;PAM;#N/A
7197;LRRC25;#N/A
7198;PCOLCE2;#N/A
7199;QRICH2;#N/A
7200;CHAC1;#N/A
7201;NPLOC4;#N/A
7202;RASIP1;#N/A
7203;CAD;x
7204;SART1;#N/A
7205;LAP3;#N/A
7206;CTDSP2;#N/A
7207;DCAF5;#N/A
7208;CD72;#N/A
7209;YTHDF3;#N/A
7210;CPA1;#N/A
7211;HSPA14;#N/A
7212;SMPD4;#N/A
7213;RHBDL1;#N/A
7214;APCS;#N/A
7215;GOSR1;#N/A
7216;LRRC40;#N/A
7217;INTS7;#N/A
7218;KRT13;#N/A
7219;SFSWAP;#N/A
7220;CADPS;#N/A
7221;SRGN;#N/A
7222;CTRB1;#N/A
7223;TRAPPC2L;#N/A
7224;ACAD9;#N/A
7225;RBM12B;#N/A
7226;MRPL2;#N/A
7227;NT5DC1;#N/A
7228;LAX1;#N/A
7229;ZNF579;#N/A
7230;NEDD1;#N/A
7231;FNDC3A;#N/A
7232;HDGFL2;#N/A
7233;KIAA1191;#N/A
7234;PHPT1;#N/A
7235;UBR3;#N/A
7236;CEP95;#N/A
7237;MRPL4;#N/A
7238;PCNT;#N/A
7239;MAOB;#N/A
7240;CTC1;#N/A
7241;TSNAX;#N/A
7242;CHM;#N/A
7243;ZC3H13;#N/A
7244;PUF60;#N/A
7245;FBXO38;#N/A
7246;WDR47;#N/A
7247;EIF3H;#N/A
7248;IPO8;#N/A
7249;HAUS7;#N/A
7250;ZRANB2;#N/A
7251;SERPINA12;#N/A
7252;RGS7BP;#N/A
7253;TMX2;#N/A
7254;USP15;#N/A
7255;ZYG11B;#N/A
7256;PDIA4;#N/A
7257;TNNT1;#N/A
7258;NLGN2;#N/A
7259;CTDSPL2;#N/A
7260;INTS2;#N/A
7261;DOK5;#N/A
7262;CDKL5;#N/A
7263;SH3YL1;#N/A
7264;DCAF8;#N/A
7265;SEPTIN10;#N/A
7266;KCNH2;#N/A
7267;SMC2;#N/A
7268;SSNA1;#N/A
7269;SCAND1;#N/A
7270;UTP14C;#N/A
7271;TBC1D5;#N/A
7272;RUSC2;#N/A
7273;VPS13C;#N/A
7274;TIMM8B;#N/A
7275;MAP1S;#N/A
7276;DPYSL5;#N/A
7277;FBXO8;#N/A
7278;PLEKHF2;#N/A
7279;SRSF10;#N/A
7280;NEK9;#N/A
7281;TMEM131;#N/A
7282;PRPF39;#N/A
7283;CAPN7;#N/A
7284;VAX2;#N/A
7285;NES;#N/A
7286;FIBP;#N/A
7287;PIWIL3;#N/A
7288;OSGIN1;#N/A
7289;CLK3;#N/A
7290;NUMA1;#N/A
7291;PNN;#N/A
7292;SNRPD2;#N/A
7293;PLEC;#N/A
7294;USE1;#N/A
7295;ZPBP2;#N/A
7296;ZNF524;#N/A
7297;MYL6B;#N/A
7298;PCBP4;#N/A
7299;GINS2;#N/A
7300;AGXT;#N/A
7301;SEC62;#N/A
7302;SF3B1;x
7303;C7orf50;#N/A
7304;IK;#N/A
7305;ROS1;x
7306;PRPF8;x
7307;ZNF292;x
7308;CCDC85C;#N/A
7309;RBM6;#N/A
7310;TTC13;#N/A
7311;ATRN;#N/A
7312;TFIP11;#N/A
7313;CCDC14;#N/A
7314;ATAD3A;#N/A
7315;CTNNAL1;#N/A
7316;SEC23B;#N/A
7317;CA2;#N/A
7318;FYTTD1;#N/A
7319;PES1;#N/A
7320;TRAF3IP1;#N/A
7321;SCN2B;#N/A
7322;TTC14;#N/A
7323;PNISR;#N/A
7324;FCRL3;#N/A
7325;TMEM59L;#N/A
7326;PPP1R10;#N/A
7327;EIF4ENIF1;#N/A
7328;RPRD1A;#N/A
7329;L2HGDH;#N/A
7330;STK36;#N/A
7331;LRRC8C;#N/A
7332;DNAJC11;#N/A
7333;FAM135B;#N/A
7334;GPX4;#N/A
7335;SEMG2;#N/A
7336;ACOT8;#N/A
7337;SDF4;#N/A
7338;PUS7L;#N/A
7339;ARFRP1;#N/A
7340;NEMF;#N/A
7341;SGF29;#N/A
7342;MOK;#N/A
7343;MCMBP;#N/A
7344;PIWIL4;#N/A
7345;RPS19BP1;#N/A
7346;UBAP2L;#N/A
7347;ANXA6;#N/A
7348;ABLIM1;#N/A
7349;ERI3;#N/A
7350;NEK1;#N/A
7351;VNN2;#N/A
7352;DDC;#N/A
7353;TMEM171;#N/A
7354;AKAP7;#N/A
7355;GRID2;#N/A
7356;ZNF518A;#N/A
7357;TEP1;#N/A
7358;NUAK1;#N/A
7359;CD69;#N/A
7360;GPN1;#N/A
7361;UBXN2A;#N/A
7362;AFG3L2;#N/A
7363;PRPS1;#N/A
7364;RAB3IP;#N/A
7365;SNTB1;#N/A
7366;NPTX1;#N/A
7367;B3GALNT1;#N/A
7368;BBS4;#N/A
7369;FEZ1;#N/A
7370;BABAM1;#N/A
7371;SUSD2;#N/A
7372;CAMSAP2;#N/A
7373;SNRPA;#N/A
7374;JOSD2;#N/A
7375;PHF20;#N/A
7376;KRT18;#N/A
7377;PTPRT;x
7378;MCM3;#N/A
7379;UTP14A;#N/A
7380;RPAP3;#N/A
7381;WDR26;#N/A
7382;PSTPIP2;#N/A
7383;PLB1;#N/A
7384;DAZAP2;#N/A
7385;TRAPPC8;#N/A
7386;RPP25L;#N/A
7387;RMDN3;#N/A
7388;RABAC1;#N/A
7389;TRIP13;x
7390;RASSF9;#N/A
7391;AIMP2;#N/A
7392;MRPL55;#N/A
7393;FANCI;#N/A
7394;TSTD2;#N/A
7395;CERCAM;#N/A
7396;AKAP3;#N/A
7397;LSM4;#N/A
7398;TTC29;#N/A
7399;ZNF414;#N/A
7400;MSC;#N/A
7401;ZFAND2B;#N/A
7402;HCN1;#N/A
7403;CRYBA4;#N/A
7404;PABPC1;#N/A
7405;CSNK1G1;#N/A
7406;NPHP3;#N/A
7407;USO1;#N/A
7408;SEPTIN1;#N/A
7409;PATL1;#N/A
7410;KRT85;#N/A
7411;SMTN;#N/A
7412;CEPT1;#N/A
7413;ZMYM1;#N/A
7414;KRT2;#N/A
7415;NNT;#N/A
7416;RNF40;#N/A
7417;ANKRD28;#N/A
7418;POLD3;#N/A
7419;GABRE;#N/A
7420;RPAP1;#N/A
7421;DAP3;#N/A
7422;RBM42;#N/A
7423;SRA1;#N/A
7424;GTF3C3;#N/A
7425;IGHA1;#N/A
7426;KLHL28;#N/A
7427;CALB1;#N/A
7428;TMEM205;#N/A
7429;PPP4R3A;#N/A
7430;NHP2;#N/A
7431;CST7;#N/A
7432;NOSIP;#N/A
7433;RC3H2;#N/A
7434;C1orf216;#N/A
7435;ZNF800;#N/A
7436;PLAA;#N/A
7437;DNTTIP2;#N/A
7438;NCS1;#N/A
7439;LYRM7;#N/A
7440;TSN;#N/A
